InventoryID	InventoryType	UpperMaterial	SoleMaterial	StockQuantity	SellingPrice
115007BW2444	Shoes	Suede	Leather	57	139.68
115007BW2445	Shoes	Suede	Rubber	66	358.52
115008BW1038	Shoes	Synthetic	Polyurethane	842	58.99
115008BW1039	Shoes	Suede	Rubber	98	26.44
115008BW1040	Shoes	Synthetic	Polyurethane	144	284.6
115008BW1041	Shoes	Suede	Polyurethane	880	350.47
115008BW1042	Shoes	Suede	Rubber	435	399.94
115008BW1043	Shoes	Synthetic	Leather	637	176.71
115008BW1044	Shoes	Synthetic	Polyurethane	679	13.2
115008BW1045	Shoes	Leather	Leather	86	244.96
115008BW2039	Shoes	Leather	Rubber	588	17.77
115008BW2040	Shoes	Synthetic	Rubber	344	55.07
115008BW2041	Shoes	Suede	Rubber	936	170.08
115008BW2042	Shoes	Leather	Rubber	294	224.21
115008BW2043	Shoes	Synthetic	Polyurethane	956	146.94
115008BW2044	Shoes	Synthetic	Rubber	571	295.11
115008BW2045	Shoes	Suede	Leather	650	37.12
115008CZ1038	Shoes	Synthetic	Leather	611	80.84
115008CZ1039	Shoes	Leather	Polyurethane	704	350.68
115008CZ1040	Shoes	Suede	Rubber	243	79.65
115008CZ1041	Shoes	Synthetic	Polyurethane	831	323.49
115008CZ1042	Shoes	Synthetic	Polyurethane	561	36.8
115008CZ1043	Shoes	Suede	Polyurethane	960	209.62
115008CZ1044	Shoes	Suede	Rubber	32	96.93
115008CZ1045	Shoes	Suede	Leather	391	63.72
115008CZ1046	Shoes	Leather	Leather	277	287.85
115008CZ2438	Shoes	Leather	Polyurethane	532	464.88
115008CZ2439	Shoes	Synthetic	Polyurethane	154	36.85
115008CZ2440	Shoes	Synthetic	Leather	383	216.56
115008CZ2441	Shoes	Suede	Leather	68	356.69
115008CZ2442	Shoes	Synthetic	Rubber	878	236.72
115008CZ2443	Shoes	Synthetic	Polyurethane	884	405.18
115008CZ2444	Shoes	Suede	Rubber	214	98.03
115008CZ2445	Shoes	Leather	Leather	655	480.2
115008CZ2446	Shoes	Leather	Leather	376	198.73
115009CZ1038	Shoes	Leather	Leather	744	177.37
115009CZ1039	Shoes	Synthetic	Leather	213	438.56
115009CZ1040	Shoes	Suede	Rubber	79	286.29
115009CZ1041	Shoes	Leather	Leather	726	263.06
115009CZ1042	Shoes	Synthetic	Polyurethane	628	366.22
115009CZ1043	Shoes	Suede	Leather	604	294.12
115009CZ1044	Shoes	Leather	Polyurethane	782	89.63
115009CZ1045	Shoes	Leather	Leather	923	340.36
115009CZ1046	Shoes	Suede	Rubber	381	75.4
115009CZ2438	Shoes	Synthetic	Polyurethane	680	404.87
115009CZ2439	Shoes	Synthetic	Rubber	58	494.97
115009CZ2440	Shoes	Leather	Leather	796	194.92
115009CZ2441	Shoes	Suede	Rubber	26	227.93
115009CZ2442	Shoes	Synthetic	Leather	881	32.75
115009CZ2443	Shoes	Suede	Rubber	447	16.73
115009CZ2444	Shoes	Suede	Rubber	66	461.5
115009CZ2445	Shoes	Leather	Polyurethane	921	73.03
115009CZ2446	Shoes	Suede	Leather	760	228.43
115010CZ1038	Shoes	Suede	Rubber	254	409.52
115010CZ1039	Shoes	Suede	Leather	899	445.77
115010CZ1040	Shoes	Synthetic	Polyurethane	968	264.5
115010CZ1041	Shoes	Leather	Rubber	44	286.87
115010CZ1042	Shoes	Leather	Leather	97	338.15
115010CZ1043	Shoes	Suede	Rubber	554	481.08
115010CZ1044	Shoes	Suede	Rubber	227	305.31
115010CZ1045	Shoes	Synthetic	Rubber	774	284.14
115010CZ1046	Shoes	Leather	Rubber	679	17.12
115010CZ2038	Shoes	Synthetic	Polyurethane	436	49.67
115010CZ2039	Shoes	Leather	Polyurethane	791	292.81
115010CZ2040	Shoes	Synthetic	Leather	601	468.76
115010CZ2041	Shoes	Suede	Leather	379	434.68
115010CZ2042	Shoes	Synthetic	Rubber	178	491.46
115010CZ2043	Shoes	Suede	Rubber	427	268.64
115010CZ2044	Shoes	Leather	Rubber	915	396.09
115010CZ2045	Shoes	Leather	Polyurethane	709	421.8
115010CZ2046	Shoes	Suede	Rubber	307	327.54
115011CZ1038	Shoes	Leather	Leather	779	175.99
115011CZ1039	Shoes	Synthetic	Rubber	504	240.29
115011CZ1040	Shoes	Suede	Polyurethane	268	430.38
115011CZ1041	Shoes	Leather	Rubber	586	156.29
115011CZ1042	Shoes	Synthetic	Polyurethane	8	462.63
115011CZ1043	Shoes	Synthetic	Polyurethane	920	122.61
115011CZ1044	Shoes	Leather	Polyurethane	508	377.26
115011CZ1045	Shoes	Leather	Polyurethane	476	318.97
115011CZ1046	Shoes	Synthetic	Leather	297	377.3
115011CZ2438	Shoes	Suede	Polyurethane	164	224.3
115011CZ2439	Shoes	Leather	Leather	485	466.99
115011CZ2440	Shoes	Leather	Leather	597	319.91
115011CZ2441	Shoes	Suede	Rubber	72	151.26
115011CZ2442	Shoes	Suede	Rubber	567	322.84
115011CZ2443	Shoes	Leather	Polyurethane	905	150.54
115011CZ2444	Shoes	Suede	Rubber	559	153.88
115011CZ2445	Shoes	Synthetic	Polyurethane	911	205.8
115011CZ2446	Shoes	Synthetic	Rubber	944	427.69
115012CZ1038	Shoes	Synthetic	Polyurethane	238	255.15
115012CZ1039	Shoes	Leather	Rubber	104	342.66
115012CZ1040	Shoes	Suede	Rubber	210	202.06
115012CZ1041	Shoes	Synthetic	Leather	554	139.17
115012CZ1042	Shoes	Suede	Rubber	828	477.77
115012CZ1043	Shoes	Synthetic	Rubber	468	305.75
115012CZ1044	Shoes	Suede	Polyurethane	454	467.64
115012CZ1045	Shoes	Synthetic	Leather	268	109.67
115012CZ1046	Shoes	Synthetic	Polyurethane	386	81.98
115012CZ1047	Shoes	Synthetic	Rubber	775	429.35
115012CZ2938	Shoes	Synthetic	Polyurethane	848	343.65
115012CZ2939	Shoes	Synthetic	Leather	387	101.42
115012CZ2940	Shoes	Synthetic	Polyurethane	877	141.99
115012CZ2941	Shoes	Synthetic	Rubber	259	402.33
115012CZ2942	Shoes	Synthetic	Polyurethane	283	232.4
115012CZ2943	Shoes	Synthetic	Rubber	626	338.56
115012CZ2944	Shoes	Suede	Leather	875	165.99
115012CZ2945	Shoes	Suede	Leather	40	196.8
115012CZ2946	Shoes	Leather	Polyurethane	486	495.45
115012CZ2947	Shoes	Synthetic	Leather	929	131.33
115013CZ1038	Shoes	Suede	Polyurethane	220	258.16
115013CZ1039	Shoes	Suede	Rubber	129	423.76
115013CZ1040	Shoes	Suede	Polyurethane	520	127.22
115013CZ1041	Shoes	Suede	Rubber	613	213.45
115013CZ1042	Shoes	Suede	Leather	928	311.39
115013CZ1043	Shoes	Suede	Rubber	892	245.78
115013CZ1044	Shoes	Leather	Rubber	688	235.16
115013CZ1045	Shoes	Suede	Rubber	619	187.63
115013CZ1046	Shoes	Leather	Rubber	613	297.46
115013CZ1047	Shoes	Leather	Rubber	260	315.94
115013CZ2438	Shoes	Synthetic	Polyurethane	990	330.11
115013CZ2439	Shoes	Synthetic	Rubber	966	44.48
115013CZ2440	Shoes	Synthetic	Rubber	366	319.21
115013CZ2441	Shoes	Suede	Rubber	758	477.09
115013CZ2442	Shoes	Synthetic	Rubber	787	275.08
115013CZ2443	Shoes	Suede	Rubber	544	360.48
115013CZ2444	Shoes	Suede	Rubber	649	282.8
115013CZ2445	Shoes	Synthetic	Leather	524	428.82
115013CZ2446	Shoes	Synthetic	Polyurethane	907	465.5
115013CZ2447	Shoes	Leather	Rubber	814	100.27
115014CZ1038	Shoes	Leather	Polyurethane	887	224.06
115014CZ1039	Shoes	Suede	Leather	16	202.27
115014CZ1040	Shoes	Suede	Leather	129	208.56
115014CZ1041	Shoes	Synthetic	Rubber	575	71.51
115014CZ1042	Shoes	Synthetic	Polyurethane	109	408.67
115014CZ1043	Shoes	Leather	Rubber	887	27.53
115014CZ1044	Shoes	Synthetic	Leather	533	268.83
115014CZ1045	Shoes	Suede	Leather	670	334.32
115014CZ1046	Shoes	Synthetic	Polyurethane	269	111.66
115014CZ2038	Shoes	Leather	Rubber	162	453.87
115014CZ2039	Shoes	Suede	Polyurethane	260	420.89
115014CZ2040	Shoes	Leather	Polyurethane	924	240.83
115014CZ2041	Shoes	Leather	Leather	102	211.46
115014CZ2042	Shoes	Suede	Polyurethane	506	125.92
115014CZ2043	Shoes	Leather	Leather	735	367.7
115014CZ2044	Shoes	Synthetic	Rubber	571	74.55
115014CZ2045	Shoes	Synthetic	Polyurethane	247	343.32
115014CZ2046	Shoes	Leather	Polyurethane	640	422.8
115015IC1039	Shoes	Synthetic	Rubber	795	121.95
115015IC1040	Shoes	Leather	Polyurethane	837	434.55
115015IC1041	Shoes	Synthetic	Rubber	537	26.33
115015IC1042	Shoes	Leather	Leather	131	457.27
115015IC1043	Shoes	Synthetic	Leather	353	68.0
115015IC1044	Shoes	Suede	Polyurethane	196	326.42
115015IC1045	Shoes	Suede	Leather	793	132.54
115016IC1039	Shoes	Synthetic	Leather	916	419.91
115016IC1040	Shoes	Leather	Rubber	930	261.03
115016IC1041	Shoes	Synthetic	Leather	666	76.27
115016IC1042	Shoes	Leather	Leather	382	289.79
115016IC1043	Shoes	Synthetic	Leather	645	209.86
115016IC1044	Shoes	Synthetic	Rubber	227	334.11
115016IC1045	Shoes	Suede	Polyurethane	701	442.13
115017KO107	Shoes	Leather	Rubber	476	210.6
115017KO108	Shoes	Leather	Polyurethane	477	152.04
115017KO109	Shoes	Leather	Polyurethane	265	17.11
115018KO1010	Shoes	Leather	Leather	372	291.67
115018KO107	Shoes	Leather	Leather	486	207.11
115018KO108	Shoes	Suede	Rubber	434	193.58
115019KO106	Shoes	Synthetic	Rubber	646	99.64
115019KO108	Shoes	Leather	Rubber	211	220.73
115019KO247	Shoes	Leather	Leather	572	492.38
115019KO249	Shoes	Synthetic	Polyurethane	940	155.9
115020KO206	Shoes	Suede	Rubber	377	303.86
115020KO208	Shoes	Suede	Polyurethane	395	390.48
115020KO7075	Shoes	Suede	Leather	450	377.09
115020KO708	Shoes	Synthetic	Leather	943	171.1
115020KO7085	Shoes	Synthetic	Leather	364	309.32
115021KO107	Shoes	Suede	Leather	876	436.92
115021KO567	Shoes	Suede	Polyurethane	457	17.57
117001HK2239	Shoes	Synthetic	Polyurethane	725	223.51
117001HK2240	Shoes	Suede	Rubber	728	119.89
117001HK2241	Shoes	Leather	Polyurethane	226	200.43
117001HK2242	Shoes	Synthetic	Polyurethane	982	213.83
117001HK2243	Shoes	Suede	Polyurethane	131	375.87
117001HK2245	Shoes	Leather	Rubber	588	55.97
117001HK5040	Shoes	Synthetic	Polyurethane	476	261.17
117001HK5041	Shoes	Synthetic	Polyurethane	798	286.46
117001HK5042	Shoes	Leather	Polyurethane	986	252.14
117001HK5043	Shoes	Synthetic	Leather	277	368.62
117001HK5044	Shoes	Suede	Polyurethane	156	198.06
117001HK5045	Shoes	Synthetic	Rubber	760	473.03
117002JS1010	Shoes	Suede	Rubber	218	246.08
117002JS105	Shoes	Leather	Rubber	190	289.89
117002JS108	Shoes	Leather	Rubber	417	414.51
117002JS109	Shoes	Synthetic	Leather	981	144.87
117002JS2410	Shoes	Leather	Rubber	675	46.85
117002JS2411	Shoes	Leather	Leather	692	356.81
117002JS246	Shoes	Synthetic	Leather	546	246.68
117002JS247	Shoes	Suede	Leather	41	449.29
117002JS248	Shoes	Synthetic	Rubber	307	491.51
117002JS249	Shoes	Synthetic	Rubber	943	205.56
117003JS1010	Shoes	Suede	Leather	338	213.57
117003JS1011	Shoes	Suede	Leather	314	209.9
117003JS105	Shoes	Suede	Rubber	75	169.03
117003JS106	Shoes	Synthetic	Polyurethane	953	393.03
117003JS107	Shoes	Suede	Polyurethane	279	381.91
117003JS108	Shoes	Leather	Polyurethane	176	244.54
117003JS109	Shoes	Suede	Rubber	896	31.88
117003JS2410	Shoes	Leather	Rubber	662	161.68
117003JS2411	Shoes	Suede	Leather	273	153.23
117003JS245	Shoes	Leather	Rubber	837	407.43
117003JS246	Shoes	Leather	Rubber	620	52.91
117003JS247	Shoes	Leather	Rubber	651	404.78
117003JS248	Shoes	Leather	Leather	862	337.9
117003JS249	Shoes	Leather	Leather	783	368.9
117004JS1010	Shoes	Suede	Polyurethane	859	221.78
117004JS105	Shoes	Synthetic	Polyurethane	931	343.07
117004JS106	Shoes	Synthetic	Rubber	289	308.42
117004JS107	Shoes	Synthetic	Rubber	724	386.8
117004JS108	Shoes	Synthetic	Leather	893	228.92
117004JS109	Shoes	Synthetic	Polyurethane	272	241.68
117004JS2410	Shoes	Leather	Polyurethane	930	325.35
117004JS2411	Shoes	Suede	Polyurethane	66	62.96
117004JS245	Shoes	Leather	Rubber	483	223.76
117004JS246	Shoes	Suede	Rubber	936	486.26
117004JS247	Shoes	Suede	Rubber	248	28.4
117004JS248	Shoes	Suede	Leather	156	164.84
117004JS249	Shoes	Suede	Polyurethane	47	163.91
117005JS1010	Shoes	Synthetic	Leather	935	320.4
117005JS1011	Shoes	Suede	Polyurethane	454	61.84
117005JS105	Shoes	Suede	Rubber	201	317.99
117005JS106	Shoes	Synthetic	Leather	660	56.57
117005JS107	Shoes	Leather	Leather	124	56.53
117005JS108	Shoes	Leather	Rubber	1	366.81
117005JS109	Shoes	Leather	Polyurethane	968	168.83
117005JS2410	Shoes	Leather	Polyurethane	759	488.94
117005JS246	Shoes	Suede	Polyurethane	855	28.3
117005JS247	Shoes	Synthetic	Polyurethane	640	228.1
117005JS248	Shoes	Synthetic	Rubber	191	65.44
117005JS249	Shoes	Leather	Rubber	579	182.18
117006JS1010	Shoes	Synthetic	Rubber	516	499.13
117006JS1011	Shoes	Suede	Rubber	442	445.53
117006JS106	Shoes	Leather	Leather	921	33.68
117006JS107	Shoes	Suede	Leather	815	286.0
117006JS108	Shoes	Suede	Leather	806	327.43
117006JS109	Shoes	Suede	Rubber	143	112.67
117006JS2410	Shoes	Suede	Polyurethane	191	81.1
117006JS2411	Shoes	Suede	Leather	533	453.15
117006JS245	Shoes	Leather	Leather	227	484.72
117006JS246	Shoes	Suede	Rubber	313	496.03
117006JS247	Shoes	Leather	Polyurethane	629	396.98
117006JS248	Shoes	Synthetic	Polyurethane	949	335.12
117006JS249	Shoes	Suede	Polyurethane	302	179.41
118001HK1039	Shoes	Suede	Rubber	654	93.99
118001HK1043	Shoes	Synthetic	Polyurethane	996	48.7
118001HK1045	Shoes	Leather	Leather	460	349.72
118001HK2041	Shoes	Suede	Leather	401	394.51
118001HK2042	Shoes	Synthetic	Leather	551	414.96
118001HK2043	Shoes	Synthetic	Rubber	393	457.74
118001HK2044	Shoes	Suede	Polyurethane	867	441.17
118002HK1040	Shoes	Leather	Rubber	764	499.87
118002HK1041	Shoes	Leather	Polyurethane	845	129.59
118002HK1043	Shoes	Suede	Rubber	207	384.02
118002HK1044	Shoes	Synthetic	Leather	210	297.37
118002HK2239	Shoes	Suede	Rubber	115	138.01
118002HK2240	Shoes	Leather	Rubber	737	491.13
118002HK2242	Shoes	Synthetic	Rubber	646	449.97
118003HK1040	Shoes	Suede	Leather	251	72.97
118003HK1041	Shoes	Synthetic	Rubber	219	22.82
118003HK1042	Shoes	Leather	Rubber	407	347.28
118003HK1043	Shoes	Leather	Leather	443	306.02
118003HK1044	Shoes	Leather	Polyurethane	603	468.55
118003HK1045	Shoes	Suede	Rubber	354	124.66
118003HK2240	Shoes	Synthetic	Leather	888	51.35
118003HK2241	Shoes	Suede	Rubber	558	137.02
118003HK2242	Shoes	Suede	Leather	550	19.27
118003HK2243	Shoes	Suede	Polyurethane	142	27.59
118003HK2244	Shoes	Suede	Polyurethane	612	458.28
118003HK2245	Shoes	Synthetic	Rubber	501	182.49
118004HK2039	Shoes	Synthetic	Leather	840	211.3
118004HK2041	Shoes	Suede	Polyurethane	702	19.0
118004HK2042	Shoes	Suede	Polyurethane	547	142.56
118004HK2043	Shoes	Leather	Leather	659	404.32
118004HK2044	Shoes	Leather	Rubber	542	311.59
118004HK2045	Shoes	Synthetic	Polyurethane	846	379.35
118004HK3039	Shoes	Leather	Polyurethane	507	229.13
118004HK3040	Shoes	Synthetic	Polyurethane	596	161.77
118004HK3041	Shoes	Synthetic	Rubber	881	246.58
118004HK3042	Shoes	Synthetic	Polyurethane	281	168.3
118004HK3043	Shoes	Leather	Leather	424	421.1
118004HK3045	Shoes	Leather	Rubber	856	155.86
118005HK5039	Shoes	Synthetic	Polyurethane	270	333.28
118005HK5040	Shoes	Synthetic	Leather	154	77.12
118005HK5041	Shoes	Suede	Leather	614	346.56
118005HK5042	Shoes	Synthetic	Rubber	727	457.52
118005HK5043	Shoes	Synthetic	Leather	662	308.21
118005HK5044	Shoes	Suede	Rubber	944	284.33
118005HK7039	Shoes	Synthetic	Rubber	83	480.95
118005HK7040	Shoes	Synthetic	Rubber	622	317.42
118005HK7041	Shoes	Synthetic	Leather	947	137.18
118005HK7042	Shoes	Suede	Rubber	899	153.27
118005HK7043	Shoes	Leather	Rubber	426	355.6
118005HK7044	Shoes	Synthetic	Leather	275	370.36
118005HK7045	Shoes	Suede	Rubber	713	158.71
118006HK2239	Shoes	Synthetic	Polyurethane	284	179.22
118006HK2240	Shoes	Suede	Leather	980	495.62
118006HK2241	Shoes	Synthetic	Leather	173	59.96
118006HK2242	Shoes	Suede	Leather	327	208.28
118006HK2243	Shoes	Leather	Polyurethane	718	40.6
118006HK2245	Shoes	Leather	Rubber	63	412.33
118006HK5039	Shoes	Leather	Leather	73	55.25
118006HK5041	Shoes	Synthetic	Leather	763	340.26
118006HK5042	Shoes	Suede	Leather	636	37.68
118006HK5043	Shoes	Synthetic	Polyurethane	375	339.7
118006HK5044	Shoes	Synthetic	Polyurethane	633	423.09
118006HK5045	Shoes	Suede	Polyurethane	508	205.42
118007IB1039	Shoes	Synthetic	Rubber	787	265.84
118007IB1040	Shoes	Suede	Rubber	943	206.76
118007IB1041	Shoes	Suede	Polyurethane	398	157.24
118007IB1042	Shoes	Leather	Rubber	120	403.6
118007IB1043	Shoes	Leather	Polyurethane	934	143.28
118007IB1044	Shoes	Leather	Rubber	437	364.24
118007IB1045	Shoes	Suede	Rubber	829	111.04
118007IB2039	Shoes	Leather	Polyurethane	676	132.43
118007IB2040	Shoes	Suede	Leather	936	174.87
118007IB2041	Shoes	Synthetic	Leather	465	298.69
118007IB2042	Shoes	Leather	Rubber	286	232.67
118007IB2043	Shoes	Suede	Rubber	265	375.12
118007IB2044	Shoes	Suede	Rubber	320	114.65
118007IB2045	Shoes	Suede	Rubber	673	15.23
118008IB1039	Shoes	Suede	Rubber	376	390.51
118008IB1040	Shoes	Leather	Rubber	820	412.61
118008IB1041	Shoes	Leather	Polyurethane	89	39.15
118008IB1042	Shoes	Leather	Leather	654	309.34
118008IB1043	Shoes	Suede	Leather	203	195.32
118008IB1044	Shoes	Synthetic	Polyurethane	821	399.01
118008IB1045	Shoes	Suede	Polyurethane	739	438.46
118008IB2439	Shoes	Synthetic	Leather	955	426.99
118008IB2440	Shoes	Leather	Leather	334	390.83
118008IB2441	Shoes	Suede	Rubber	222	141.84
118008IB2442	Shoes	Suede	Leather	41	407.83
118008IB2443	Shoes	Leather	Rubber	708	271.4
118008IB2444	Shoes	Suede	Rubber	68	35.85
118008IB2445	Shoes	Synthetic	Leather	988	233.9
118009JO1039	Shoes	Synthetic	Rubber	776	471.66
118009JO1040	Shoes	Synthetic	Rubber	514	445.05
118009JO1041	Shoes	Suede	Polyurethane	873	60.11
118009JO1042	Shoes	Suede	Leather	637	374.62
118009JO1043	Shoes	Synthetic	Polyurethane	622	404.84
118009JO1044	Shoes	Suede	Rubber	598	142.98
118009JO1045	Shoes	Synthetic	Rubber	937	241.09
118009JO8139	Shoes	Leather	Polyurethane	632	358.38
118009JO8140	Shoes	Synthetic	Polyurethane	127	225.13
118009JO8141	Shoes	Leather	Polyurethane	255	65.27
118009JO8142	Shoes	Leather	Rubber	695	355.88
118009JO8143	Shoes	Leather	Leather	16	456.7
118009JO8144	Shoes	Synthetic	Rubber	477	329.72
118009JO8145	Shoes	Synthetic	Polyurethane	62	389.16
118010JO2039	Shoes	Suede	Leather	881	185.6
118010JO2040	Shoes	Suede	Polyurethane	432	99.77
118010JO2041	Shoes	Leather	Rubber	670	324.96
118010JO2042	Shoes	Synthetic	Leather	268	170.61
118010JO2043	Shoes	Suede	Leather	35	431.44
118010JO2044	Shoes	Suede	Rubber	779	70.09
118010JO2045	Shoes	Suede	Polyurethane	576	222.4
118010JO7339	Shoes	Synthetic	Polyurethane	494	204.4
118010JO7340	Shoes	Suede	Polyurethane	562	469.65
118010JO7341	Shoes	Leather	Rubber	469	85.04
118010JO7342	Shoes	Synthetic	Polyurethane	767	14.82
118010JO7343	Shoes	Suede	Leather	661	126.66
118010JO7344	Shoes	Suede	Polyurethane	325	411.94
118010JO7345	Shoes	Synthetic	Polyurethane	304	112.57
118011JO2039	Shoes	Suede	Leather	276	128.03
118011JO2040	Shoes	Suede	Leather	869	73.65
118011JO2041	Shoes	Leather	Polyurethane	963	360.56
118011JO2042	Shoes	Synthetic	Leather	684	43.9
118011JO2043	Shoes	Suede	Rubber	929	172.29
118011JO2044	Shoes	Synthetic	Leather	201	148.42
118011JO2045	Shoes	Synthetic	Rubber	445	282.03
118011JO8139	Shoes	Leather	Leather	905	367.9
118011JO8140	Shoes	Leather	Rubber	324	271.11
118011JO8141	Shoes	Synthetic	Rubber	35	466.2
118011JO8142	Shoes	Leather	Polyurethane	977	476.21
118011JO8143	Shoes	Leather	Leather	482	187.12
118011JO8144	Shoes	Suede	Leather	728	391.06
118011JO8145	Shoes	Leather	Leather	480	372.01
130001Y58001	Shoes	Leather	Rubber	65	447.55
130002KQ10M	Shoes	Suede	Polyurethane	8	229.49
130002KQ10S	Shoes	Suede	Leather	301	269.93
130002KQ48M	Shoes	Synthetic	Polyurethane	343	213.73
130002KQ48S	Shoes	Leather	Polyurethane	431	426.68
130002KQ50S	Shoes	Suede	Rubber	424	122.55
130002KQ70S	Shoes	Leather	Leather	332	127.46
130003KQ50M	Shoes	Synthetic	Polyurethane	438	192.58
130003KQ50S	Shoes	Leather	Leather	588	122.87
130003KQ61M	Shoes	Leather	Leather	174	284.89
130003KQ61S	Shoes	Leather	Leather	559	75.9
130003KQ70M	Shoes	Suede	Polyurethane	527	166.89
130003KQ70S	Shoes	Suede	Rubber	873	457.59
130004KQ70M	Shoes	Synthetic	Rubber	659	210.52
130004KQ70S	Shoes	Leather	Polyurethane	26	376.63
130005KQ80M	Shoes	Synthetic	Leather	820	65.6
130005KQ80S	Shoes	Synthetic	Leather	605	131.31
130006KQ23M	Shoes	Suede	Rubber	406	405.6
130006KQ23S	Shoes	Leather	Polyurethane	232	383.87
130007KQ70M	Shoes	Leather	Polyurethane	533	199.22
130007KQ70S	Shoes	Synthetic	Rubber	819	477.65
130008KQ70M	Shoes	Leather	Polyurethane	550	456.22
130008KQ70S	Shoes	Suede	Polyurethane	788	481.53
130009KQ92M	Shoes	Synthetic	Rubber	505	219.68
130009KQ92S	Shoes	Synthetic	Rubber	669	106.76
130010KQC3M	Shoes	Suede	Polyurethane	179	317.06
130010KQC3S	Shoes	Suede	Polyurethane	132	345.54
130010KQH6M	Shoes	Suede	Rubber	823	71.47
130010KQH6S	Shoes	Suede	Rubber	455	395.38
130011KQ10M	Shoes	Suede	Leather	348	18.85
130011KQ10S	Shoes	Suede	Polyurethane	540	246.54
130011KQ70M	Shoes	Synthetic	Polyurethane	772	172.2
130011KQ70S	Shoes	Leather	Rubber	406	372.75
130015KD2101	Shoes	Leather	Rubber	76	163.25
130015KD2201	Shoes	Synthetic	Leather	941	415.14
130016KD2201	Shoes	Leather	Leather	579	301.53
130017KD2101	Shoes	Leather	Rubber	854	399.01
130018KD2201	Shoes	Synthetic	Polyurethane	492	494.78
130019KD2101	Shoes	Leather	Leather	194	342.79
130019KD6001	Shoes	Leather	Rubber	984	492.63
130020KD1001	Shoes	Synthetic	Rubber	162	24.13
130020KD2201	Shoes	Leather	Rubber	347	175.69
130021KD6001	Shoes	Suede	Polyurethane	951	62.85
130022KD1001	Shoes	Synthetic	Rubber	361	138.53
130022KD2101	Shoes	Leather	Rubber	769	421.06
130022KD6001	Shoes	Leather	Polyurethane	584	25.84
130024KD7001	Shoes	Suede	Rubber	87	264.89
130025KD6001	Shoes	Synthetic	Rubber	934	287.89
130025KD8601	Shoes	Synthetic	Leather	262	284.96
130026KD8601	Shoes	Leather	Rubber	214	242.9
130027KD2201	Shoes	Suede	Polyurethane	665	397.4
130027KD8601	Shoes	Suede	Leather	722	75.44
130032KD2201	Shoes	Suede	Rubber	913	162.18
130032KD6001	Shoes	Suede	Polyurethane	573	311.71
130032KD8601	Shoes	Suede	Rubber	780	348.57
130034KD2401	Shoes	Suede	Leather	262	208.03
130035KD2201	Shoes	Synthetic	Polyurethane	730	438.93
130037KD2201	Shoes	Leather	Leather	283	213.59
130040KD2201	Shoes	Leather	Polyurethane	648	207.36
130044KD6001	Shoes	Suede	Polyurethane	467	27.74
130045KD2201	Shoes	Synthetic	Rubber	380	280.06
130046KD2201	Shoes	Synthetic	Polyurethane	362	357.25
130046KD2401	Shoes	Suede	Polyurethane	449	66.07
130048KD2401	Shoes	Leather	Rubber	441	159.66
130048KD6001	Shoes	Suede	Polyurethane	93	392.82
130049KD6001	Shoes	Synthetic	Polyurethane	621	189.3
130050KD2401	Shoes	Suede	Polyurethane	753	128.39
130052KD2201	Shoes	Leather	Polyurethane	867	339.38
130053KD2201	Shoes	Leather	Rubber	424	106.41
130054KM0001	Shoes	Synthetic	Rubber	142	448.87
130055KM10L	Shoes	Suede	Leather	291	61.74
130055KM10M	Shoes	Suede	Polyurethane	432	356.21
130055KM21L	Shoes	Synthetic	Rubber	749	254.78
130055KM21M	Shoes	Suede	Polyurethane	852	436.27
130055KM61L	Shoes	Synthetic	Rubber	824	71.84
130055KM61M	Shoes	Suede	Leather	689	342.17
130055KM70L	Shoes	Leather	Polyurethane	653	290.31
130055KM70M	Shoes	Synthetic	Leather	701	245.24
130055KMF8L	Shoes	Suede	Leather	998	250.79
130055KMF8M	Shoes	Suede	Leather	49	363.77
130076ZS1001	Shoes	Suede	Rubber	302	469.49
130076ZS6001	Shoes	Synthetic	Polyurethane	881	54.71
130077ZS6001	Shoes	Leather	Rubber	190	19.56
130077ZS8101	Shoes	Suede	Rubber	136	404.8
130078ZS1001	Shoes	Synthetic	Polyurethane	555	63.0
130078ZS6001	Shoes	Suede	Polyurethane	404	493.48
130079ZS6001	Shoes	Leather	Polyurethane	892	313.48
130079ZS8101	Shoes	Leather	Polyurethane	865	328.92
130080ZS1001	Shoes	Leather	Rubber	602	107.46
130080ZS6001	Shoes	Synthetic	Polyurethane	807	127.75
130081ZS1001	Shoes	Suede	Polyurethane	341	333.08
130081ZS6001	Shoes	Synthetic	Polyurethane	757	455.77
130082ZH7001	Shoes	Suede	Leather	945	491.37
130086ZH2401	Shoes	Synthetic	Polyurethane	704	107.04
130088ZU4801	Shoes	Suede	Polyurethane	318	75.72
130088ZU6001	Shoes	Synthetic	Rubber	618	37.64
130088ZU6601	Shoes	Suede	Leather	363	435.47
130088ZU7301	Shoes	Synthetic	Rubber	822	154.41
130089ZU0401	Shoes	Leather	Leather	382	10.89
130090ZU0401	Shoes	Synthetic	Rubber	233	119.67
130091ZH1001	Shoes	Leather	Rubber	777	176.82
130092ZH6801	Shoes	Leather	Polyurethane	344	495.58
130094ZH1001	Shoes	Suede	Polyurethane	549	266.54
130095ZH6001	Shoes	Leather	Leather	817	110.31
130097ZH1601	Shoes	Leather	Leather	553	174.06
130098ZH3501	Shoes	Suede	Leather	529	171.85
130100ZH6001	Shoes	Synthetic	Polyurethane	856	19.67
